id,trigger,conditions,script,text,options,notes
# talking to Culann admin; notably: does *not* require bar event to have been done,,,,,,
gaPZTalkCulannAdmin,PickGreeting,"$gaPZ_culannAdmin
Call $global.gaPZ_ref updateData
$gaPZ_stage == GET_KELISE_LEAD score:1000",ShowPersonVisual,"O logo da Tri-Tachyon surge rapidamente na tela, revelando o sorriso do administrador da Fundição Estelar de Culann.

""Saudações, Capitão $playerName!"" $HeOrShe olha para uma tela secundária, ""Sua fortuna é admirável. Em nome da Corporação Tri-Tachyon, gostaria de recebê-lo na Fundição Estelar de Culann.""

O sorriso perfeito de $HisOrHer se amplia um pouco mais. ""Nós fornecemos uma variedade de ligas tanto para empresas privadas quanto para grandes polities. Ou talvez você seja um fornecedor no comércio de minério?""","gaPZ_adminAstraia1:Perguntar sobre Kelise Astraia
cutCommLink:Cortar a chamada",
gaPZ_adminAstraia1,DialogOptionSelected,$option == gaPZ_adminAstraia1,,"Você pergunta sobre Kelise Astraia. O sorriso do administrador brilha um pouco menos e uma expressão de confusão surge em $hisOrHer rosto. ""Uma ex-funcionária, você diz? Bem, a Corporação Tri-Tachyon tem diretrizes de privacidade de ponta quando se trata de discussão de ativos humanos."" O olhar de $HisOrHer desvia para o lado, ""No entanto...""

Essa diretriz de privacidade parece flexível. $HeOrShe parece esperar que você faça uma oferta.","gaPZ_adminAstraia2a:""Só estamos fazendo network, certo? Deixe-me adicionar você no Tri-link...""
gaPZ_adminAstraia3a:""Talvez uma generosa recompensa facilite as coisas?""
cutCommLink:Invente uma desculpa e encerre a comunicacao",
gaPZ_adminAstraia2a,DialogOptionSelected,$option == gaPZ_adminAstraia2a,,"Você ativa seu tablet pessoal e carrega o insosso serviço de networking profissional da Tri-Tachyon. Enquanto troca amenidades com $personName, você acessa o perfil público de $hisOrHer e adiciona $himOrHer como conexão, rapidamente atribuindo o nível máximo de endosso em todas as habilidades notáveis.

""Oh, capitão, que gentileza sua,"" diz $personName, ""Agora que estamos profissionalmente apresentados, ficaria mais do que feliz em fazer uma rápida consulta sobre o assunto do ex-funcionário... embora minhas taxas não sejam nada módicas.""

Então é suborno mesmo.","gaPZ_adminAstraia3a:""Claro. E essa taxa seria de...?""
cutCommLink:Invente uma desculpa e encerre a comunicacao",
gaPZ_adminAstraia3a,DialogOptionSelected,$option == gaPZ_adminAstraia3a,"Highlight $gaPZ_culannBribe
DoCanAffordCheck $gaPZ_culannBribe gaPZ_adminAstraia4a false","""$gaPZ_culannBribe créditos. Adiantado, para minha conta via, ah, este UID,"" diz o administrador enquanto seu datapad emite um leve sinal sonoro para alertar sobre o recebimento das informações de pagamento. $personName sorri novamente com brilho e aguarda sua resposta.","gaPZ_adminAstraia4a:Pagar a propina
gaPZ_adminAstraia4aNeg:Tudo bem considerado, você não acha...
cutCommLink:Dar uma desculpa e fechar a comunicação",
gaPZ_adminAstraia4aNeg,DialogOptionSelected,$option == gaPZ_adminAstraia4aNeg,,"$personName te interrompe antes que você possa sequer tentar negociar, ""Minha tabela de preços é bem generosa, capitão, e oferecida com nossa conexão profissional especial em mente."" O sorriso permanece, mas os olhos de $hisOrHer te dizem que você está chegando perto de um horizonte de eventos.","gaPZ_adminAstraia4a:Pagar o suborno
cutCommLink:Dar uma desculpa e fechar a comunicação",
gaPZ_adminAstraia4a,DialogOptionSelected,$option == gaPZ_adminAstraia4a,AddCredits -$gaPZ_culannBribe,"""Maravilhoso,"" diz o administrador enquanto você vê os olhos de $hisOrHer lerem a confirmação da transferência. ""Deixe-me apenas puxar o arquivo sobre Kelise Astraia... ah, aqui está,"" $heOrShe diz com uma demora suspeitamente curta.

Um arquivo de pessoal sobrepõe sua conexão de comunicação, exibindo detalhes da vida e do emprego de Kelise Astraia.

""Não é uma funcionária ideal, hmm,"" diz $name, lendo o arquivo. ""Insubordinação. Segurança da informação negligente. Falha em participar consistentemente dos programas de moral da empresa,"" $heOrShe olha de volta para você, avaliando seu interesse. ""Mas isso não é o que você procura, é, capitão. Estou certo, sim?""

O arquivo passa rapidamente, manipulado pela combinação das mãos do administrador voando sobre uma interface virtual e uso sutil de ciberaumentos.",gaPZ_adminAstraia5:Continuar,
gaPZ_adminAstraia5,DialogOptionSelected,$option == gaPZ_adminAstraia5,"Highlight ""Hamatsu""","""Pelos valores transferidos de 'origem desconhecida', eu diria que o funcionário 379490509 estava trabalhando paralelamente em um projeto sigiloso da Companhia, vindo de outro setor. Não é um dos meus. Hum."" Isso parece irritar o administrador. ""Se eu tivesse que adivinhar, é por isso que ela pediu demissão tão repentinamente e... ah, olhe só.""

Uma holografia ruidosa de um satélite de navegação aparece, mostrando um casco gasto da classe Venture. ""Chama-se 'Hamatsu'. Pesquisas, coleta de sucata... outros serviços. A Astraia alugou o navio inteiro e pediu para instalar algum tipo de modificação."" O administrador está franzindo a testa agora, uma expressão incomum para $himOrHer. ""Sem detalhes. Vou ter que conversar com o chefe do porto por permitir que isso fosse feito sem protocolar uma cópia na Companhia.""",gaPZ_adminAstraia6:Continuar,
gaPZ_adminAstraia6,DialogOptionSelected,$option == gaPZ_adminAstraia6,"Highlight ""Callisto Ibrahim""","O Hamatsu terminou as modificações recentes e estava prestes a deixar o sistema de Hybrasil, mas desligou o transponder antes de saltar."" $HeOrShe considera isso por um momento e então avança o arquivo. 

""Ah. Pertence a Callisto Ibrahim."" $heOrShe olha para você, ""Já ouviu falar dela? Não? Tem certa reputação. Alguns sócios juniores da Companhia a contrataram para um serviço há algum tempo. Ela falsificou credenciais, mas entregou admiravelmente no final. Agora ela opera algumas,"" um bufo desdenhoso, ""pequenas frotas em Agreus, no sistema de Arcadia.""

O administrador olha para você agora, sem sorrir. ""Se eu fosse você e quisesse encontrar Kelise Astraia, eu falaria com Ibrahim. Ela faz negócios."" Uma pausa, ""Como nós estamos fazendo.""",gaPZ_adminAstraia7:Continuar,
gaPZ_adminAstraia7,DialogOptionSelected,$option == gaPZ_adminAstraia7,"$global.gaPZ_talkToCallisto = true
Call $global.gaPZ_ref updateStage","""E agora você tem sua pista, então acho que mereço meu pagamento. Agradeço por chamar minha atenção para esse pequeno detalhe. Agora tenho algumas ligações para fazer."" $HeOrShe sorri para você novamente, inteiramente falso. ""Nunca se sabe em quem pode confiar.""

""Prazer fazer negócios, capitão. Que suas empreitadas sejam lucrativas."" E com isso, $heOrShe encerra a comunicação.",cutCommLinkNoText:Continuar,
,,,,,,
# rogue Luddic Knight encounter,,,,,,
gaPZKnightEncounter,BeginFleetEncounter,"$gaPZ_rogueKnight score:1000
!$gaPZ_encounteredAlready
Call $global.gaPZ_ref updateData","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer
MakeOtherFleetImportant false",,,
gaPZKnightOpenComm,OpenCommLink,"$entity.gaPZ_rogueKnight score:1000
!$entity.ignorePlayerCommRequests
Call $global.gaPZ_ref updateData","$entity.ignorePlayerCommRequests = true
$player.gaPZ_metRogueKnight = true","As comunicações piscam e se estabilizam, o rosto sério de um Cavaleiro Luddico aparece diante de você, pontilhado por interferência holográfica.

""Você está aqui, como o Irmão Cotton previu,"" $heOrShe diz, ""Encontro você, $playername, e em minha mão direita seguro o martelo de Ludd, e em minha esquerda empunho a espada. Você se arrependerá e abandonará o caminho do mal para seguir o abençoado Caminho Luddico?""

Parece haver uma expectativa mal contida por trás de $hisOrHer palavras, uma raiva lenta destilada ao longo de anos em uma força muito mais pura.","gaPZ_rk1:""Eu conheço você?""
gaPZ_rkFollowPath:""Desejo me arrepender e seguir o Caminho Luddico.""
gaPZ_rkEnd:""Escudos ativados!"" (fim)",
gaPZ_rk1,DialogOptionSelected,$option == gaPZ_rk1,,"""Sua adoração aos gêmeos males Moloch e Mammon não passa despercebida pelo Caminho, $playername. Um olho mecânico gira, e é ardente, e está repleto de julgamento.""

""Saiba que os servos de Moloch podem ser comprados. Você se associa a traidores; aqueles sem fé no coração venderão seus antigos companheiros. Você acha que a Tri-Tachyon só fornece informações à sua laia? Eles não conhecem lealdade, apenas a da prata ensanguentada.""","gaPZ_rkFollowPath:""Desejo me arrepender e seguir o Caminho Luddico.""
gaPZ_rkEnd:""Escudos ativados!"" (fim)",
gaPZ_rkEnd,DialogOptionSelected,$option == gaPZ_rkEnd,,"Seu oficial de comunicações desliga o holograma, o rosto do cavaleiro pairando como um espectro no ar por um momento de imagem azulada residual. Sua tripulação coordena a prontidão de combate da $shipOrFleet.",cutCommLinkNoText:Continuar,
gaPZ_rkFollowPath,DialogOptionSelected,$option == gaPZ_rkFollowPath,"Highlight $gaPZ_rkTithe
DoCanAffordCheck $gaPZ_rkTithe gaPZ_rkAgree false","O rosto do Cavaleiro é de pedra. ""Prove sua devoção agora. Livre sua alma das algemas de Mammon. Transfira $gaPZ_rkTithe créditos de dízimo ao Caminho Luddico. Imediatamente.""

$HeOrShe faz uma pausa, então diz com um sorriso presunçoso: ""Lembre-se de que é pecado jurar falso, $playername."" O Cavaleiro franze a testa levemente, como se $heOrShe já soubesse sua resposta, saboreando o fato de que $heOrShe o pegou em uma mentira.","gaPZ_rkHaggle:""Talvez metade desse valor seja suficiente?""
gaPZ_rkAgree:Transferir o dízimo
gaPZ_rkEnd:""Sem acordo. Escudos ativados!"" (fim)",
gaPZ_rkHaggle,DialogOptionSelected,$option == gaPZ_rkHaggle,,"Por fim, o cavaleiro sorri, e é um sorriso de fria fúria. ""O mal sempre se trairá, veja? Seu coração está poluído pela ganância, pelo orgulho e pela mentira. Em nome de Ludd, vou derrubá-lo, com martelo e espada.""

A linha de comunicação se apaga. O rosto do cavaleiro paira no ar como um espectro por apenas um momento de imagem residual azulada.",cutCommLinkNoText:Continuar,
gaPZ_rkAgree,DialogOptionSelected,$option == gaPZ_rkAgree,"AddCredits -$gaPZ_rkTithe
$player.gaPZ_metRogueKnightTithed = true
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetGoAway true
Call $entity.gaPZ_ref makeUnimportant","Um console emite um sinal sonoro, e o cavaleiro renegado parece quase surpreso, e definitivamente um pouco decepcionado. ""Você... escolheu"", $heOrShe diz hesitante, ""Mas ainda não tenho certeza se o caminho em seu coração leva verdadeiramente ao Caminho, ou se isso é a mentira de um covarde que fará qualquer coisa para salvar sua própria vida miserável do julgamento.""

O Cavaleiro volta a ter uma expressão estoica, ""Não cabe a mim decidir agora se sua alma pode ser redimida — não cabe a nenhum de nós. Mas a preocupação terrena de seu Caminho? Essa é uma carga escolhida pelo Irmão Cotton. Encontre-o. Se a luz de Ludd realmente iluminar o Caminho diante de você, você saberá como."" $HeOrShe desvia o olhar, irritado, ""Então você pode ser problema dele.""

Com isso, o cavaleiro renegado encerra a comunicação. O rosto $HisOrHer paira no ar por apenas um momento como uma imagem residual azulada antes de desaparecer.",cutCommLinkNoText:Continuar,
# talk to Callisto,,,,,,
gaPZCallistoTalk,PickGreeting,"$id == ibrahim
$global.gaPZ_inProgress
Call $global.gaPZ_ref updateData
$gaPZ_stage == TALK_TO_CALLISTO score:1000
!$global.metCallisto",ShowPersonVisual,"""Olá, aqui é Callisto Ibrahim, da Ibrahim Transportes e Salvamentos Interestelares.""

Ela franze a testa e te avalia, analisando, ""Se está procurando trabalho, tenho todos os pilotos que preciso agora, mas posso anotar seu ID de comunicação caso algo surja.""","gaPZ_calHamatsu:Perguntar sobre o Hamatsu
cutCommLink:Cortar a comunicação",
gaPZ_calHamatsu,DialogOptionSelected,$option == gaPZ_calHamatsu,$global.metCallisto = true,"Ela estreita os olhos.

""Isso tem a ver com a Kelise Astraia? Tem, não tem.""","gaPZ_calHamatsu1a:""Tem.""
gaPZ_calHamatsu1b:""Como você sabia?""",
gaPZ_calHamatsu1a,DialogOptionSelected,$option == gaPZ_calHamatsu1a,"$option = gaPZ_calHamatsu1b 0
FireBest DialogOptionSelected",,,
gaPZ_calHamatsu1b,DialogOptionSelected,$option == gaPZ_calHamatsu1b,,"— Nem me faça começar — Ibrahim ferve de raiva. — Ela fretou minha nave para uma operação de salvamento suspeita. Supostamente — ela enfatiza a palavra com descrença —, e ainda exige modificações altamente incomuns com potenciais interações perigosas no campo de hiperpropulsão!

— Bem, consegui que ela jogasse uma boa grana de adicional de risco, uma taxa de urgência e um pouco mais para manter tudo em segredo, como ela queria.","gaPZ_calHamatsu2:""...Você não parece muito quieto.""",
gaPZ_calHamatsu2,DialogOptionSelected,$option == gaPZ_calHamatsu2,,"— Pois é — ela franze a testa. — Porque sumir com minha nave favorita é uma baita quebra de contrato. Vou contar para quem eu bem entender. Pelo que sei, ela meteu meu Hamatsu num buraco negro em alguma empreitada maluca da Tri-Tachyon à procura de um campo de propulsão mais eficiente para licenciar de volta para nós, pobres viajantes do espaço que só querem sobreviver.

Ibrahim respira fundo algumas vezes, então se vira para você, um pouco mais calma. — Qual é o seu interesse nisso tudo?","gaPZ_calHamatsu3:""Preciso descobrir para onde a Kelise Astraia foi.""",
gaPZ_calHamatsu3,DialogOptionSelected,$option == gaPZ_calHamatsu3,,"— Vou te dizer uma coisa: eu também quero encontrá-la. Se você conseguir alguma pista, tem algo para você. Eu mesma iria, mas — Ibrahim acena com a mão no ar; negócios, burocracia, outros compromissos.

— Melhor ainda, encontre o Hamatsu e me devolva — ela fecha os olhos, parecendo sofrida. — em uma peça, espero. Tenho muitas memórias naquele velho pedaço de sucata espacial.

— Deixa eu te ajudar. O capitão do Hamatsu enviou um plano de voo criptografado antes de sair do estaleiro, depois das modificações. — Ela toca em um painel de controle da mesa.",gaPZ_calHamatsu4:Continuar,
gaPZ_calHamatsu4,DialogOptionSelected,$option == gaPZ_calHamatsu4,Highlight $gaPZ_relaySystem,"Uma sobreposição de navegação em hiperespaço aparece. ""Hybrasil está aqui. O Hamatsu reabasteceu e planejava ir para $gaPZ_relaySystem. Se eles chegaram lá, não sei. Região Exterior, sem cobertura de hipercomunicação. Eles podem ter mudado de curso. Aquela engenheira maluca da Tri-Tachyon foi bem fechada sobre suas intenções e garantiu que o contrato obrigava meu capitão a seguir mudanças no plano de voo por ordem dela.""

Ibrahim desliza a exibição para longe, e é substituída por um diagrama do Hamatsu, com certas adições nos indutores do campo de propulsão destacados. — Essas são as modificações que ela pediu. Se concordarmos que você vai encontrar o Hamatsu para mim, capitão... —

Ela olha para você, esperando uma resposta.","gaPZ_calHamatsu5a:""Eu o encontrarei.""
gaPZ_calHamatsu5b:""Não posso prometer nada."" 
gaPZ_calHamatsu5c:""Não posso me comprometer com isso.""",
gaPZ_calHamatsu5a,DialogOptionSelected,$option == gaPZ_calHamatsu5a,FireBest GAPZCallisttoCont,"Ibrahim acena com a cabeça, franzindo a testa. ""Seria muito importante.""",,
gaPZ_calHamatsu5b,DialogOptionSelected,$option == gaPZ_calHamatsu5b,FireBest GAPZCallisttoCont,"Ibrahim acena com a cabeça. ""Não esperava isso. Peço apenas que tente.""",,
gaPZ_calHamatsu5c,DialogOptionSelected,$option == gaPZ_calHamatsu5c,FireBest GAPZCallisttoCont,"Ibrahim olha para você, franzindo a testa. Depois de um tempo que parece meio minuto de reflexão, ela finalmente suspira e diz: ""Vou arriscar com você, capitão. Não é como se as autoridades de alguma facção fossem me ajudar nisso.""",,
GAPZCallisttoCont,GAPZCallisttoCont,,,"Ela volta sua atenção para os esquemas, dando zoom.

""Meus técnicos deram uma olhada. Parece ser um acréscimo, uma melhoria, ao campo de propulsão. Aperte um botão e ele injeta muita energia de uma vez, empurrando os limites para uma harmonia estranha. Teoricamente não deve causar danos à nave, mas mexer nos ajustes padrão do hiperpropulsor nunca é um bom jeito de se manter nesse ramo.""

""Ou vivo.""",gaPZ_calHamatsu6:Continuar,
gaPZ_calHamatsu6,DialogOptionSelected,$option == gaPZ_calHamatsu6,"$global.gaPZ_goToRelaySystem = true
Call $global.gaPZ_ref updateStage","Ibrahim balança a cabeça. ""Pensei... engenheiro da Tri-Tachyon? Talvez ela saiba o que está fazendo e eu pudesse conseguir uma porcentagem. Que tola eu fui. De qualquer forma, enviei os esquemas para você caso ajudem na busca.""

""É tudo o que tenho, capitão"", diz ela, sem esperança, mas não resignada. ""Só posso dizer: queime forte, brilhe intensamente.""",cutCommLink:Continuar,
# TT merc encounter in relay system,,,,,,
gaPZmercEnc,BeginFleetEncounter,"$gaPZ_ttMerc score:1000
!$gaPZ_encounteredAlready
Call $global.gaPZ_ref updateData","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaPZmercOpenComm,OpenCommLink,"$entity.gaPZ_ttMerc score:1000
!$entity.ignorePlayerCommRequests
Call $global.gaPZ_ref updateData",$entity.ignorePlayerCommRequests = true,"A comunicação é aberta e você se depara com um capitão mercenário de olhar vazio.

""$PlayerName"", $heOrShe diz, ""você andou bisbilhotando lugares que não devia. Falando com pessoas que não devia. Fazendo perguntas que não devia. Sua morte será uma lição para os outros.""

$HeOrShe se move com deliberação desinteressada para desligar a comunicação.","gaPZ_mercWait:""Espera! Para quem você trabalha?""
gaPZ_mercPay:""Pare! Posso pagar para você!""
cutCommLink:Cortar enlace de comunicação e preparar para combate",
gaPZ_mercWait,DialogOptionSelected,$option == gaPZ_mercWait,,"O mercenário hesita diante de suas palavras e você vê uma onda de consternação passar pelo rosto de $hisOrHer diante de sua falta de compreensão. $HeOrShe o repreende: ""A Companhia, é claro. A única que importa.""

Tri-Tachyon, naturalmente.","gaPZ_mercPay:""Pare! Posso te subornar.""
cutCommLink:Cortar o enlace de comunicação e preparar para o combate",
gaPZ_mercPay,DialogOptionSelected,$option == gaPZ_mercPay,,"""Você poderia me pagar, $playerName, todos os créditos do Setor,"" $heOrShe diz em tom quase monótono, ""Mas você não entende: sou uma arma. Fui comprada, apontada e disparada contra você. Nada pode mudar isso.""

O mercenário estende a mão para o interruptor de desconexão novamente. ""Adeus, capitão.""",cutCommLink:Cortar o enlace de comunicação e preparar para o combate,
# probe-relay in relaySystem,,,,,,
gaPZRelayPrintHostilesText,OpenInteractionDialog,"$gaPZ_relay score:1000
HostileFleetNearbyAndAware",ShowDefaultVisual,"Uma frota hostil próxima está rastreando seus movimentos, impedindo que você envie uma equipe de EVA para examinar a sonda.",defaultLeave:Sair,
gaPZRelayInteractionWrongStage,OpenInteractionDialog,"$gaPZ_relay score:1000
!$gaPZ_relayImportant
Call $global.gaPZ_ref updateData","ShowDefaultVisual
PrintDescription 1",,defaultLeave:Sair,
gaPZRelayInteractionStart,OpenInteractionDialog,"$gaPZ_relayImportant score:1000
Call $global.gaPZ_ref updateData",ShowDefaultVisual,"À primeira varredura, parece ser uma sonda utilitária ou plataforma de instrumentos do tipo usado para sinalização de navegação comercial, demarcação de reivindicações de mineração e retransmissores de comunicação intra-sistema.

A aproximação mais detalhada revela uma massa esmagada de revestimento stealth arrancado do casco e flutuando em órbita próxima. Quem colocou esta plataforma aqui não queria que fosse encontrada — mas um enxame de meteoros ou, talvez, disparos de armas leves frustraram seus esforços. Sensores de radiação indicam uma bateria nuclear danificada em seu interior. Não há atividade eletromagnética artificial significativa aparente.","gaPZ_investigateRelay:Investigar a plataforma de instrumentos
defaultLeave:Sair",
gaPZ_investigateRelay,DialogOptionSelected,$option == gaPZ_investigateRelay,,"A tela da ponte se concentra em figuras em trajes rígidos saindo de um drone de trabalho para cercar a sonda, com caixas de equipamentos e linhas de alimentação arrastando-se atrás. Seu chefe de operações resmunga pelas comunicações, reforçando o procedimento estrito de chamada e resposta de acordo com os protocolos de segurança.

A equipe de salvamento logo descobre um núcleo de retransmissor hipercomunicacional miniaturizado não padronizado no centro da estrutura da sonda. Seu chefe de operações se vira da estação para lhe lançar aquele olhar que diz: este trabalho de salvamento acabou de ficar muito mais interessante.","gaPZ_investigateRelay1:""O que você encontrou, chefe?""",
gaPZ_investigateRelay1,DialogOptionSelected,$option == gaPZ_investigateRelay1,,"Seu chefe de operações conduz você por uma compilação ao vivo da investigação do salvador: o núcleo de hipercomunicações é formado por circuitos supercondutores densos, antes cuidadosamente dispostos em alças, agora dobrados e perfurados por pequenos impactos, seus delicados condutos queimados pela radiação.

A engenharia sofisticada pós-Colapso está destruída, mas sua presença indica o envolvimento de um grande jogador na política do Setor.",gaPZ_investigateRelay2:Continuar,
gaPZ_investigateRelay2A,DialogOptionSelected,"$option == gaPZ_investigateRelay2
$global.gaFC_gotIsirahLeadFromProbes
!$shownScyllaProbesText",$shownScyllaProbesText = true 0,"Por um palpite, você solicita os projetos dos relés de sonda da Academia de Galatia que recuperou enquanto procurava pela Scylla Coureuse. Ao entender o que você quer, seus oficiais de ponte puxam cópias para suas estações de trabalho pessoais e começam a procurar estruturas análogas.

Em minutos, eles concluem que a arquitetura é completamente diferente, embora os princípios subjacentes sejam semelhantes. ""Se eu tivesse que adivinhar, espionagem obteve especificações iniciais, e então esse dispositivo foi desenvolvido em paralelo"", diz seu oficial de sensores. Interessante.

Você acena com a cabeça e retorna a exibição da ponte para uma visão externa da plataforma de instrumentos. Os salvadores já haviam reatacado caixas de equipamentos blindados aos drones de carga; o trabalho está concluído.",gaPZ_investigateRelay2:Continuar,
gaPZ_investigateRelay2B,DialogOptionSelected,$option == gaPZ_investigateRelay2,,"Após o retorno da equipe de salvamento, com seu drone de carga lotado de núcleos de dados recuperados, seus técnicos começam a extrair dados dos memoriais danificados.

Os resultados estão corrompidos. Na maior parte.

Seus técnicos conseguem encontrar alguns arquivos congelados na memória temporária não criptografada: pedidos de logística para suprimentos básicos, combustível, materiais de construção típicos de postos avançados remotos. Seu oficial de comunicações apresenta orgulhosamente duas menções ao sobrenome ""Astraia"" — presumivelmente Kelise Astraia — nos registros de comunicação e, ainda melhor, o último destino dessa conexão: um ponto aparentemente insignificante no hiperespaço.",gaPZ_investigateRelay3:Continuar,
gaPZ_investigateRelay3,DialogOptionSelected,$option == gaPZ_investigateRelay3,"$global.gaPZ_goToWell = true
Call $global.gaPZ_ref updateStage","""Parece que ela estava nos mundos centrais, no outro extremo desses pedidos"", relata seu oficial de comunicações. Isso confirma que o projeto secreto estava operando neste sistema e que Kelise Astraia estava envolvida. E quanto ao destino do Hamatsu e ao paradeiro atual de Astraia?

As coordenadas do hiperespaço chamam.",defaultLeave:Sair,
# hidden ruins of TriTach base on planet in relaySystem,,,,,,
#gaPZ_baseRuinsOpen,OpenInteractionDialog,$market.isPlanetConditionMarketOnly,"ShowDefaultVisual
PrintDescription 3
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo",Your $shipOrFleet approaches $entityName.,,
gaPZ_baseRuinsOpt,PopulateOptions,"$gaPZ_baseRuins
!$gaPZ_baseRuinsExplored",,"""Capitão, tem algo que você deveria ver."" Seu oficial de sensores chama atenção para a tela, ampliada para uma parte da superfície do planeta.",5:gaPZ_baseRuins1:Veja o que seu oficial de sensores encontrou,
gaPZ_baseRuins1,DialogOptionSelected,$option == gaPZ_baseRuins1,$global.gaPZ_foundBaseRuins = true,"""Aqui, aqui e aqui. Queimaduras de fusão. Indica transportadores pesados, uma grande operação. Mas por quê? Não há assentamento, nenhuma instalação, nenhuma mineração. Exceto..."" Eles exibem a visualização de uma varredura de radar graduada da vasta encosta de escombros adjacente à queimadura do transportador. ""A superfície é composta por fragmentos afiados, com distribuição uniforme. Sugere entulho de demolição intencional e recente. E..."" — com um sorriso — ""...fica melhor ainda.""

A vista é sobreposta com uma varredura de radar profunda. As formas estão borradas, mas há formas retangulares distintas sob o entulho.

Seu oficial de sensores recua e, não sem um pouco de orgulho, diz: ""Eu diria que alguém está escondendo algo, capitão.""",gaPZ_baseRuins2:Investigar as estruturas ocultas,
gaPZ_baseRuins2,DialogOptionSelected,$option == gaPZ_baseRuins2,,"Você ordena a investigação das estruturas ocultas. Varreduras profundas são realizadas, e equipes de salvamento, junto com equipamentos pesados, são transportadas para a superfície, supervisionadas por seu chefe de operações.

A escavação é fácil; varreduras profundas da órbita direcionam o trabalho para os locais mais promissores. As equipes de salvamento escavam o material solto, sustentando a face de trabalho com espuma estrutural temporária.",gaPZ_baseRuins3:Continuar,
gaPZ_baseRuins3,DialogOptionSelected,$option == gaPZ_baseRuins3,,"Após um progresso significativo, seu chefe de operações faz um resumo da situação: quem quer que tenha coberto este local, eles foram minuciosos. O que resta são principalmente fundações de concreto e pavimentação feitas de material local, algumas placas de metal-espuma embutidas com pontos de ancoragem cortados, e um punhado de lixo em pequenas rachaduras e fendas.",gaPZ_baseRuins4:Continuar,
gaPZ_baseRuins4,DialogOptionSelected,$option == gaPZ_baseRuins4,"$gaPZ_baseRuinsExplored = true
FireAll PopulateOptions","""Podemos dizer que é, em sua maioria, de fabricação recente — décadas, não séculos. Provavelmente mais novo"", explica seu chefe de operações, acenando com uma mão de quatro dedos pela holografia. ""Você pode ver que escavamos a estrutura com as anomalias de densidade aqui"" — ele dá um tapa firme em um ponto brilhante na tela — ""parece que alguns drones rastejantes baratos foram deixados para coletar e despejar lixo em um poço de escória. Depois, eles mesmos se jogaram antes de detonar cargas de demolição na encosta.""

Seu chefe de operações recua e acena respeitosamente. ""Limpeza profissional. Sem núcleos de dados perdidos, sem bugigangas brilhantes. Raramente se vê alguém se dar ao trabalho de fazer tanto esforço. É só o que tenho, capitão.""

Seu chefe de operações faz uma saudação grosseira e deixa você ponderando o diagrama da base oculta, agora perfurada por vários túneis estéreis de salvamento.

Tri-Tachyon. Eles podem se dar ao luxo de serem minuciosos quando querem, e são quando importa.",,
"# Hamatsu wreck, gaPZ is in progress",,,,,,
gaPZ_hamatsuWreckOpen,OpenInteractionDialog,"$customType == wreck
$hamatsu score:1000
$global.metCallisto score:100","$global.foundHamatsu = true
$canNotSalvage = true 0
ShowDefaultVisual
SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile","O inerte Hamatsu flutua diante de sua $shipOrFleet, seu casco danificado seccionado na tela da ponte por vários sensores.

Seu oficial tático chama sua atenção para uma distribuição incomum de manchas queimadas, como se o Hamatsu tivesse sido atingido por armas de energia exótica de vários ângulos, simultaneamente.",,
gaPZ_hamatsuWreckOpen1,ShipRecoveryCustomText,"$customType == wreck
$hamatsu score:1000
$global.metCallisto score:100
!$foundStuff","AddCredits 50000
AddCommodity fuel 73
AddCommodity supplies 126
$foundStuff = true","A equipe inicial de salvamento encontra o que restou de Kelise Astraia, identificada pelos dados biométricos em seu registro pessoal da Tri-Tachyon. Ela está bem morta. Um grande estoque de créditos é encontrado em seus aposentos, em um cofre blindado.

Os porões do Hamatsu estão lotados de suprimentos e combustível, grande parte recuperável. A lei de salvamento se aplica, mesmo aqui.

Você lembra que Callisto Ibrahim mencionou uma afinidade pelo Hamatsu. Se você devolvesse esse casco de navio, uma verdadeira tumba, a ela, poderia esperar uma recompensa. Capitães de navio às vezes têm ideias engraçadas sobre seu primeiro comando real, mas se Ibrahim estiver disposta a pagar...",,
gaPZ_hamatsuWreckOpen2,ShipRecoveryCustomText,"$customType == wreck
$hamatsu score:1000
$global.metCallisto score:100",,"As equipes de salvamento que embarcam no naufrágio descobrem que muitos sistemas essenciais estão intactos e que o navio poderia ser restaurado à funcionalidade básica.

Você lembra que Callisto Ibrahim mencionou uma afinidade pelo Hamatsu. Se você devolvesse esse casco de navio, uma verdadeira tumba, a ela, poderia esperar uma recompensa. Capitães de navio às vezes têm ideias engraçadas sobre seu primeiro comando real, mas se Ibrahim estiver disposta a pagar...",,
gaPZ_hamatsuWreckDetails,ShowSalvageEntityDetails,"$customType == wreck
$hamatsu score:1000",ShowDefaultVisual,,,
"# Hamatsu wreck, gaPZ is NOT in progress",,,,,,
